rating	review
5	 Poha was ordered but you gave Thepla.
5	fast service
5	Jay Mataji 
5	Hardware was burned... otherwise taste was good..
5	no hot tea full could tea very bad very late service 
5	they should keep cups for drinks. Most of the time they misses it
5	too cold tea serve and delivery also get after one hour west of money
5	today it was all burnt  did not expect it but zomato team is very helpful cheers to the great zomato team service
5	worst packing ever.i didn't expect this from tea post
5	packing is not good and it all went to waste. kindly provide me with the refund
5	everything is cold and is not goodvery bad service and too much delay
5	I have ordered tea with hot container with extra 20 rs charge but tea came in cup only that too with loose lid and half tea is spilled. 
5	I want a refund for my order. I had to serve those snacks to my guests and it was such an embarrassment for us since those vadapavs were not good at all
5	very very bed experience not good 😐 👎
5	Ek dum third class thanda tha pura <br/>Next garam krke lana
5	All items are priced double on Zomato than what you get at the restaurant.. plus delivery and packing charges. Poor experience<br/><br/>Vada are great in taste<br/>Pav is poor sometimes 
2	inmein vadapav nahin Dala bada nahin Dala ismein aise bhej rahe log bevkuf banaa rahe sabko isliye iske pass se
5	supre
5	Not receiving call for customer for this order some details
1	Sends it completely open There is no safety
1	पूअर सर्विस
2	super
3	location track karne nahi aata aur extra charge dene padte hai delivery boy ka behaviour is very bad 
1	i already told extra mirchi ....but there was no mirchi on paav
4	Bina green chutny ke kaise khayega uske kachhe faaltu vada??<br/>mithi chutny ke 4 packet dale or green dalna bhul gaye gadhe
4	Order is delivered too late
1	nice
5	Aek dam ghatiya vadapav aaya he butterbola he to butter aaya nahi vaishali jesa test hi nahi he mirchi 2-3 aayi aur dish bhii nahi aayai aek dam ghatiya  jesa aaya he retting me to 1 star bhi jyada he retting aekdam 0 he😡😡😡😡😡😡😡😡😡😡😡😡😡😡
4	the service was not up to mark the amount of chilli and sauces were not as acspected we order 20 vada pav and we received only only 10 packet of chatni only the was so disappointed
5	chiting 
5	There is not available a cold drinks
4	bed
5	Size quality of vada and cheese aplied all degraded as compare to earlier we have always. 
5	I have order cheese butter vadapav but he had sent only cheese vadapav
5	osam...............................................
5	very poor food quality. there wasn't butter on paav
2	green chutney bhot hi bakvas... or vada pav size is too small like  a. 10 rupees... bhukhe mar jayege  lekin ab ye vadapav ORDER nahi karege....
1	bakwas dilivery boy verry verry rude behaviour .dont expect like zomato rider ....
2	taste are not good and butter inside not properly its look they used less butter
1	where is the Butter making us fool<br/>😠😠😠😠😠😠😠😠
5	there is no cheese in the pav. ridiculous worst   
5	cheese butter gane main kanjusi na kare aapka food grade down hota hai
5	its 2nd time i am not getting my order i also order for water bottle and paid extra for it but didnt got my bottle yet and it's the second time happening
5	good test .....wowww
5	fresh and taste mind blowing super 
5	They Did Not Send The Proper Order Plus One Item Was Missing Worst Service From Zaffran Sweets
4	nice
4	Please refund my money.
2	Best Sweets 
1	good taste
3	good
1	good... 
5	ww
3	varry bad bad bad bad bad bad bad bad bad bad bad bad
5	It's really yummy tests!!! originally test of Gulab jamun and pink mava  gulab!!! enjoyed sweets!!! 🥰
1	dry fruit halwa he pr uske Ander dry fruit hi Barabar nahi dikh rahe he
5	there is no dryfruits in dryfruit halwa worst taste ever 
3	Deliciously awesome and it’s seriously recommended mild sweetness and tasty
1	taste was genuine and one box was little bit leaked otherwise everything is more than I expected I would like to repeat this order in future again... 
5	food quality is not good<br/>is about near to expired 
1	So yum 😋                                         
5	Reasonable Price &amp; Awesome Taste..... Always in love with Zaffran's Gulab Jamuns 😋
3	good night 
5	bed 
5	they didnt provide sous
5	2 items were missing from the combo 
5	Packing is also very bad
5	Very bed
3	very good behavior delivery person
5	also had asked to pack it veg and schewan frankie separately but they came together
5	nothing good food
3	ORDER TWO COMBO BUT SENT ONLY ONE COMBO BUT CHARGED FULL AMOUNT.
5	good
5	tnx
3	the items are stale.  they are unfit to consume. my money got wasted and they are denying to accept the complain. zomato is lowering their reputation by adding these kind of restaurant. 
5	cold food
5	bekar dabeli aavi sav bekar test che
5	Dabeli and Vadapav both were cold served means not interest in serving the warm food from the seller. 
3	Don't buy any thing from them.
5	don't buy from this outlet .worst product as well as worst packing
5	green chutney was missing 
5	parthchauhan
5	teste not good 
5	Tooo cold at least have some responsibility while delivering it
5	un nacessary delayed by om danawali shop but test is good
5	vada pav quality is good but vadapav with chilly has taken 1 point away.
3	I ordered cheese dabeli but I received normal oil dabeli<br/>Ndi pay for cheese dabeli
5	anty 1 number Verity's thi saari thank you so much
5	not proper packing and verybad quality.<br/>waste my money
5	order for only 2 without onion dabeli out of 10 but delivered all 10 dabeli without onion
3	 nice but to frankie are are same type I wish next time you changed the the taste
5	Vadapav was very bad with all mayonise. Rest items were good
5	Very very bad taste Ane so spicy 🌶 <br/>N also bad packaging
5	very poor paking  iteam  swating problem no testy <br/>🤔
5	Overpriced.
5	it was awesome 
3	chicken is not as soft as I want
5	I liked every thing but nuggets can be made better.. overall good..!! 👍🏻
5	bad test
5	good  gob 
5	tq
5	it's a so dirty <br/>and taste lasee alsooo.....<br/>and cheese is so bad......🤮🤮🤮🤮🤮🤮🤮🤮🤮
5	masala is not tasty and cheez is very less..........
5	Absolutely tasteless food.<br/>it was just Sandwich with max cheese and mayo to attract customers
1	good 
5	it was awesome taste 💝
1	Always good at all
5	tast is good but paking is bad
5	very fast delivery 😁😁
5	good
5	great product and testy
5	I had ordered aloo puri by sending voice instructions to not to add onion but it was delivered with onion.. So not sure what went wrong here if zomato valet missed to consider my voice instructions... Hope this will be taken care from next time.. Overall taste and service was good.. But pls make sure from next time to consider customer's instructions carefully.. This is what customer want... 
